Name,RAJ2000,DEJ2000,x_kpc,y_kpc,z_kpc,SpType_a,Teff,j_m,j_msigcom,j_snr,h_m,h_msigcom,h_snr,k_m,k_msigcom,k_snr,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,l,b,ruwe,r_est,r_lo,r_hi,r_len,Ks,H,J,Ks_0,H_0,J_0,MKs,Mbol,sample
Gaia EDR3 445636636882421120,56.3098333,55.9285833,-9.68309853849204,1.1527129369823037,0.06238481796244087,M0,3790.0,5.468,0.027000000000000003,211461.0,4.216,0.22,249753.0,3.735,0.036000000000000004,270658.0,445636636882421120,56.30981941318734,0.05281586645778501,55.92860098682892,0.041663785508057286,0.4901079406567756,0.06563625659662674,-0.44492965352569097,0.10280626373260793,-1.6560905778921309,0.10247671095720304,2616099.106751753,2362.5391360908347,9.64423,3.5723095000000002,2.2360582,1.3362513,-43.00743496157088,0.634954479571577,145.59610116687543,0.9021555421231552,0.99614125,1936.88375248733,1708.79385732547,2232.26306838476,1164.9156485333901,3.735,4.216,5.468,3.305,4.470489306380928,3.2184893063809286,-8.130517780497266,-5.432748780497266,bronze
Gaia EDR3 2007570488441972224,336.4817917,56.6479167,-9.140643825528596,4.608791731993423,-0.03344389574523001,M0,3790.0,6.7829999999999995,0.046,62984.0,5.8020000000000005,0.067,66544.2,5.462999999999999,0.016,53237.8,2007570488441972224,336.48177515686945,0.03094607994016358,56.64791894433858,0.032532701998879754,0.21060551196264585,0.03568458914456992,-2.414982713306326,0.06021133995675738,-1.891879296336152,0.06216932977034841,2337042.793903424,1757.3979538776405,9.766699000000001,2.454606,1.3548603000000001,1.0997458,-64.44136540557322,0.39709671301273103,103.89927562690777,-0.7483264524712997,0.95384264,4049.1682590080895,3530.9120734447497,4729.53489105508,1181.48661344777,5.462999999999999,5.8020000000000005,6.7829999999999995,5.302999999999999,6.412979223151479,5.43197922315148,-7.733829119011822,-5.0360601190118235,bronze
Gaia EDR3 1998148532777850880,358.5959583,57.4993889,-8.450078680309678,0.9516598931844528,-0.05689122944962401,M0,3790.0,2.269,0.262,1000000.0,1.915,0.16399999999999998,1000000.0,1.67,0.21,1000000.0,1998148532776177664,358.5959313158927,0.14555007371356385,57.4993684515682,0.14639719033969847,0.9470407367618016,0.2021355952681284,-5.4489932227056865,0.2934957161625278,-2.6132358562140365,0.25586699567326965,479559397.4724923,1693514.9376276424,3.9862597,1.4815690000000001,0.7966187,0.68495035,-56.65704869174486,2.5624337771399706,115.30064931009257,-4.524583417528191,0.9223777,1065.71641780505,850.46092263093,1417.63836688448,939.705296689501,1.67,1.915,2.269,1.5699999999999998,2.0304100120663646,1.6764100120663643,-8.5682082815818,-5.8704392815818025,bronze
Gaia EDR3 463914093552771968,41.30079170000001,58.0901389,-9.543093782465217,1.4129853328515154,-0.025807144285196947,M0,3790.0,5.003,0.264,385683.0,3.926,0.036000000000000004,460797.0,3.559,0.304,341052.0,463914093552771968,41.30082549352911,0.03787017464586377,58.09010980314853,0.0403140464739739,0.4777984168587974,0.05581572033872422,0.4732446095239306,0.11984996714499754,-1.1751999898098555,0.1120070253796332,9264774.069095206,10179.631129157086,8.271278,2.8423352000000004,1.6428375,1.1994977,-41.319022604014734,0.1343512694723721,137.51787870027002,-1.5230738375684023,0.9879747999999999,1975.00213845243,1773.1899182660395,2226.57820546659,1026.7017846797196,3.559,3.926,5.003,3.359,4.533050017237663,3.456050017237664,-8.11883785099616,-5.4210688509961615,bronze
Gaia EDR3 2198758449355549696,333.9242917,57.885,-8.625370346974984,2.623580352529689,0.07599580106467503,M0,3790.0,5.662999999999999,0.34,164904.0,4.417,0.20800000000000002,230202.0,3.846,0.39399999999999996,212824.0,2198758449355549696,333.9242503704013,0.04145362285155132,57.88500696001474,0.039668588439904964,0.3707033044670151,0.04992735410404056,-3.6138566040696194,0.07947123134669894,-2.8973905532252564,0.0708556212513687,5918056.3338857535,6664.820491327489,8.757918,3.056365,1.8034686999999998,1.2528963,-60.57653784365469,0.31509557423975315,103.41121914376585,1.0416138624902016,0.96365464,2508.77736670903,2217.6985372560002,2883.87958348949,1375.6810149650698,3.846,4.417,5.662999999999999,3.5460000000000003,4.960371082608739,3.7143710826087393,-8.451310614863651,-5.753541614863652,bronze
Gaia EDR3 2013715315321174528,348.3575417,59.6100833,-8.96463917914061,2.536580554950566,-0.016364303069942875,M0,3790.0,5.855,0.023,133484.0,4.678,0.036000000000000004,168931.0,4.2639999999999985,0.036000000000000004,155174.0,2013715315321174528,348.35751186715936,0.044755311097385814,59.61007074766096,0.04894119587482077,0.3684408298910865,0.05835241895131765,-2.691124267407276,0.0966583657818924,-2.1613514140313432,0.09810861960864938,2725358.973696654,3737.468149126525,9.599807,3.1086445,1.8597602999999998,1.2488841999999998,-52.1549740375232,0.4468182216772745,110.81954302567766,-0.9369326647359166,1.0985143,2494.77640652017,2163.94350378773,2936.7952119401,1039.55111427465,4.2639999999999985,4.678,5.855,4.113999999999998,5.500730014652015,4.323730014652014,-7.871158141047807,-5.173389141047808,bronze
HD 240323,353.1375417,59.15344440000001,-8.722533395780424,1.7050163406638588,-0.04331235249977041,M0,3790.0,4.766,0.037000000000000005,363940.0,3.79,0.20800000000000002,382745.0,3.492,0.33,305225.0,2011206676457214848,353.1375188180011,0.028801952133518736,59.153417186163615,0.02225798683142261,0.5396458204650324,0.03235547953243557,-2.3569958635678723,0.055359348495882685,-2.782670786206749,0.04084968411993145,16071902.85336538,8354.692378538446,7.6731973,2.3767242000000004,1.2912946,1.0854297,-25.075786564885558,0.1812266979749416,112.9607160327806,-2.1825611406023824,0.96535486,1759.85065390357,1663.01379284087,1868.38107573254,991.84627633989,3.492,3.79,4.766,3.282,4.274359994828701,3.2983599948287012,-7.945379069361635,-5.2476100693616345,bronze
Gaia EDR3 511285796125754368,26.1597917,61.6286667,-9.759108695302103,2.1561976122017628,0.0016931610094877776,M0,3790.0,5.2170000000000005,0.024,248674.0,4.461,0.198,236870.0,3.87,0.036000000000000004,223059.0,511285796125754368,26.159728527386928,0.026652741326045358,61.62867318610379,0.030194390840465383,0.3593420270457772,0.0424045124940099,-1.2538941089793691,0.04537574971569607,-0.6878973574248688,0.0597789059051639,6970751.292124853,5938.639712464197,8.580167,2.8398857000000004,1.6398907,1.1999950000000001,-34.73176148167121,0.14756240137246024,129.20825721067774,-0.5930671031556435,0.922275,2567.21054124708,2308.59390759673,2888.21090117024,1137.50316976204,3.87,4.461,5.2170000000000005,3.6,4.5807600034475335,3.824760003447533,-8.447307436758601,-5.749538436758603,bronze
Gaia EDR3 508770250956210304,30.78425,62.1900278,-9.731922187696117,1.9793566828171687,0.05212748667023601,M0,3790.0,4.852,0.067,313783.0,4.136,0.036000000000000004,268850.0,3.776,0.27399999999999997,219291.0,508770250956210304,30.78422650860437,0.02052895206982309,62.19001082964434,0.025059250848762663,0.3801902524623054,0.03659087087981473,-0.6753530529278531,0.034464356951450614,-0.3544850998287008,0.05121042238500853,13645162.621198975,9675.067984570931,7.850919,2.5260835,1.4020920000000001,1.1239915,-44.13271117607542,0.18334984709229046,131.1876184033333,0.4730171392808565,0.9743476000000001,2443.95671361478,2236.95650565531,2691.78128194074,1225.29279999475,3.776,4.136,4.852,3.5860000000000003,4.410969989657403,3.694969989657402,-8.354467547941121,-5.656698547941122,bronze
Gaia EDR3 2012348313131831296,351.68125,60.3858056,-8.684719935026562,1.6410549341262994,0.002828797104500659,M0,3790.0,4.6160000000000005,0.194,417859.0,3.66,0.184,478531.0,3.29,0.23600000000000002,380557.0,2012348313131831296,351.6811769654741,0.02943128554475008,60.385767773341094,0.024226711829978338,0.5623262029820373,0.03304856195097623,-3.257615063510294,0.05966503188275037,-0.7529409723803544,0.044967414720706894,17234535.1820792,10269.258099822882,7.597367,2.4444566,1.3398709,1.1045856,-25.137048630070645,0.2303373709122841,112.64708339971222,-0.783345572460448,0.9980118,1693.2033883818399,1601.50687687637,1795.7848359768,1054.67641949724,3.29,3.66,4.6160000000000005,3.08,4.124359994828701,3.1683599948287013,-8.06354564449198,-5.365776644491981,bronze
Gaia EDR3 2015706908839911424,352.7222917,62.1228056,-8.646984637341298,1.4763640726997942,0.0469595146853645,M0,3790.0,5.099,0.294,297050.0,3.898,0.25,411822.0,3.435,0.364,356796.0,2015706908839911424,352.7222963921627,0.041226694495685716,62.12279545993879,0.03863374332232025,0.6203200900945656,0.0517215204858762,-2.4866501330510604,0.07798456660076251,-1.636797936274032,0.06877256794349534,7905599.685514155,12531.545411127085,8.443529,3.1181216,1.8588543000000002,1.2592673,-24.334388729625612,0.4268743473353381,113.66784553845385,0.7085834511879051,1.0433438,1546.6878287121099,1429.62986193711,1684.0948055906601,1163.9894636949,3.435,3.898,5.099,3.145,4.421344263389933,3.2203442633899333,-7.80201333983349,-5.1042443398334925,bronze
Gaia EDR3 2015595652006734592,353.0685417,61.96902779999999,-9.304730332571571,2.961937374785826,0.05804631894700784,M0,3790.0,5.7620000000000005,0.023,166967.0,4.662,0.027000000000000003,210916.0,4.256,0.036000000000000004,167502.0,2015595652006734592,353.06841669568763,0.03563353990981233,61.968997661572295,0.03815505314542909,0.3089513251070114,0.0468183580361319,-3.9146036717279777,0.07286965300585796,-1.181973264478574,0.0642676094710377,3113075.0112181627,2423.304257397591,9.455392,3.0854645,1.8348379000000001,1.2506266000000001,-46.58063340564577,0.5207738169333933,113.77569013226416,0.5127542914455235,0.96562016,2928.48767881162,2564.8829481103603,3404.2840354976397,1149.03467956893,4.256,4.662,5.7620000000000005,3.906,4.949843455620581,3.8498434556205803,-8.427217005682996,-5.729448005682997,bronze
Gaia DR2 430822195172188416,8.926541699999998,63.12961110000001,-9.35325617942588,2.2385741323080905,0.04348116577209247,M0,3790.0,5.182,0.021,256821.0,4.453,0.214,215134.0,4.118,0.28,183747.0,430822195172188416,8.926529503395972,0.028986466742737364,63.12960243153358,0.02977016200049697,0.3822767468562158,0.03802445322835428,-2.5263147262577315,0.06282360196130235,-0.8661482711783004,0.05198294798659247,10938371.31840993,11418.45396736468,8.090983999999999,2.4231648,1.3276377000000001,1.0955271999999998,-44.36950929834729,0.24723685239528645,121.15541369416052,0.31212954331271275,0.9014921,2429.9109171415803,2218.0579536377,2684.9504396444,1171.44705893254,4.118,4.453,5.182,3.998,4.900030010342597,4.171030010342598,-7.929951761195247,-5.232182761195247,bronze
Gaia EDR3 430822195172188416,8.925,63.1297222,-9.35325617942588,2.2385741323080905,0.04348116577209247,M0,3790.0,5.182,0.021,256821.0,4.453,0.214,215134.0,4.118,0.28,183747.0,430822195172188416,8.926529503395972,0.028986466742737364,63.12960243153358,0.02977016200049697,0.3822767468562158,0.03802445322835428,-2.5263147262577315,0.06282360196130235,-0.8661482711783004,0.05198294798659247,10938371.31840993,11418.45396736468,8.090983999999999,2.4231648,1.3276377000000001,1.0955271999999998,-44.36950929834729,0.24723685239528645,121.15541369416052,0.31212954331271275,0.9014921,2429.9109171415803,2218.0579536377,2684.9504396444,1171.44705893254,4.118,4.453,5.182,3.998,4.900030010342597,4.171030010342598,-7.929951761195247,-5.232182761195247,bronze
Gaia EDR3 523177942087543936,19.1894583,63.47416670000001,-9.882992189905014,2.6154589649137527,0.07258338965796604,M0,3790.0,5.5760000000000005,0.018000000000000002,184940.0,4.747,0.21,182016.0,4.1560000000000015,0.036000000000000004,190117.0,523177942087543936,19.189426460913328,0.036040963299005635,63.47414924129946,0.03793637570400435,0.3102554871650836,0.050860089839637065,-1.7719333247858942,0.0628893450606131,0.0005119154430023519,0.06839491165799981,4270033.349585257,3846.1670050641633,9.1122875,3.054143,1.8124971,1.2416458000000001,-44.57033648217988,1.7785232455604765,125.75451430126164,0.7412473748941486,0.9431075999999999,2924.21529722611,2529.23102836989,3455.12871397833,1239.52689908151,4.1560000000000015,4.747,5.5760000000000005,3.8660000000000014,4.9036099948287015,4.074609994828701,-8.464046723363271,-5.766277723363272,bronze
Gaia EDR3 2016431968037829760,358.49190166666665,64.25078694444444,-9.321449904123943,2.623684916240896,0.13543165808641594,M0,3790.0,5.376,0.03,230160.0,4.345,0.023,272841.0,3.925,0.358,235191.0,2016431968037829760,358.4918632150853,0.033583753758367814,64.25078355642573,0.029571862268045205,0.3401626042452021,0.04095403037847965,-3.963094138505221,0.07115771073222264,-0.7726831755547796,0.05559219854888215,6074630.849247037,5748.228551370439,8.729566,2.8750014,1.6735306,1.2014709,-56.323227977858856,0.6762899488721832,116.7392725090988,2.0722142774658194,0.8797815000000001,2705.3240599157602,2428.14131205647,3050.8872032835197,1284.86045483678,3.925,4.345,5.376,3.645,4.718070024132729,3.687070024132728,-8.516096474761365,-5.818327474761365,bronze
Gaia EDR3 5313856963097538944,142.449875,-49.9119722,-7.897169201319811,-1.851293586232096,0.05507553386526385,M0,3790.0,5.135,0.262,297461.0,3.96,0.23,462285.0,3.635,0.28800000000000003,307199.0,5313856963097538944,142.44981911497132,0.043855203685880716,-49.911956434625175,0.04400471423860331,0.5392611752921679,0.05144822986101365,-5.220304809504518,0.0891099570545876,4.3406120225450335,0.08613863495015088,8349696.071832888,9412.810671459205,8.384189,2.9798894000000002,1.7534037,1.2264857,15.999649694511822,0.33187253631265434,273.175176567058,0.9392986486149028,0.99795014,1765.92623943126,1613.7645464635998,1948.83478502698,1121.15370828355,3.635,3.96,5.135,3.515,4.844018842141929,3.669018842141929,-7.7198627983680455,-5.022093798368045,bronze
Gaia EDR3 5326960045018068864,136.40116669999998,-48.1630278,-8.021398177535879,-1.4470863226868351,0.008101964330877988,M0,3790.0,4.596,0.272,472096.0,3.364,0.24,773232.0,2.985,0.28800000000000003,521699.0,5326960045018068864,136.40114067371482,0.038167568996230736,-48.16298920071556,0.042516356813771986,0.6909208690384444,0.045846656405429904,-4.722660298413579,0.07890503054425882,4.81638317197064,0.07548748688296524,12099608.146899125,14000.626690039624,7.9814377000000025,3.0036902000000003,1.7565002,1.24719,19.762236121263303,0.2911441890115704,269.1534189768409,-0.6715177633958812,0.9977094000000001,1393.0022123478195,1307.4951081990305,1490.2040084141101,1070.79129220987,2.985,3.364,4.596,2.805,4.1724281909322185,2.9404281909322174,-7.91475903082652,-5.216990030826522,bronze
Gaia EDR3 5963313055420825600,255.1348333,-45.45175,-7.161722411370096,-0.28301088496997834,-0.008169132798488429,M0,3790.0,3.153,0.294,1000000.0,2.296,0.21600000000000003,1000000.0,2.045,0.264,1000000.0,5963313055420825600,255.13483321847957,0.07356165888036717,-45.4517636491882,0.07026261435170139,1.1295007312171936,0.06679749803406725,-1.191909874162338,0.15726882359372032,-1.820997806926544,0.13002241957804747,95361329.99696818,111113.35313088787,5.739935,2.1573806,1.1642341999999999,0.9931464,1.8862274347211176,0.24554161882258144,341.34610062542487,-1.9774686506695287,0.8087850000000001,867.250265660341,818.581170234739,921.9536793220481,1453.94060362436,2.045,2.296,3.153,1.915,2.8438907531008697,1.9868907531008693,-7.775722207746633,-5.077953207746632,bronze
Gaia EDR3 5541297368577388160,124.7505,-37.3684722,-8.942944716461374,-3.622838123060655,-0.02086608613191656,M0,3790.0,5.456,0.027000000000000003,221325.0,4.645,0.076,237635.0,4.14,0.036000000000000004,156827.0,5541297368577388160,124.75049668332498,0.02509773669270522,-37.36845952056859,0.031181652953029382,0.2671060014087243,0.03535343334310386,-3.129789156340616,0.05479853309370801,2.772938640130084,0.051989061995534575,7946741.752970115,7384.383069267614,8.437892999999999,2.530581,1.4046068,1.1259742,45.95575459875579,0.4141769612420632,255.41252923684345,-0.7469504441534194,1.0107208,3349.84426348694,2987.87662102659,3806.22166644501,1299.95806742316,4.14,4.645,5.456,3.94,4.981164820169137,4.170164820169135,-8.6851230843179,-5.9873540843179,bronze
Gaia EDR3 5594926701051675648,116.45870829999998,-32.84305560000001,-8.785430586760418,-1.940716621834375,-0.1225846864782514,M0,3790.0,5.136,0.017,318442.0,4.147,0.226,402819.0,3.795,0.254,239012.0,5594926701051675648,116.4586967056181,0.03821157207385014,-32.84302648625442,0.0460520392957795,0.4764539050750005,0.05365638242025941,-1.9884792953122767,0.08366474181559952,2.9227202362665485,0.10125972040109377,5000258.79634936,8466.314715460694,8.940885,3.3954291,2.0862646000000002,1.3091645,52.859821692797105,0.5404137520646256,247.9770992053463,-4.099260241365838,0.840901,1997.18858103827,1796.78526659347,2246.46993396985,1701.3406714822302,3.795,4.147,5.136,3.575,4.6309250320715165,3.6419250320715175,-7.927095371518193,-5.2293263715181935,bronze
Gaia EDR3 5594511704137013632,119.8219583,-32.1025278,-8.85053192285525,-2.191582970446464,-0.024963426798962702,M0,3790.0,5.1320000000000014,0.037000000000000005,330849.0,4.307,0.23800000000000002,359840.0,3.98,0.20600000000000002,201567.0,5594511704137013632,119.8219578587335,0.032038941636158516,-32.10250780095215,0.039406395102812214,0.4252815840945027,0.0484861251429274,-3.04118064867831,0.07051454482804348,3.535735621467821,0.0734147542640358,8138216.662135819,14086.94477318754,8.412042999999999,2.8286338,1.6263007999999999,1.202333,48.6513204768995,0.5049413806983805,248.79205462854569,-1.2822117992217803,0.96936435,2211.6111867056698,1990.40783410596,2486.2294824147502,1389.4096780053799,3.98,4.307,5.1320000000000014,3.86,4.846622052485653,4.021622052485652,-7.863543890038178,-5.165774890038178,bronze
Gaia EDR3 4063093114230652928,270.72625,-27.8266667,-6.698300344740355,0.06551933744158261,-0.040949270223511684,M0,3790.0,3.725,0.266,163091.0,2.821,0.23199999999999998,178037.0,2.639,0.24600000000000002,199903.0,4063093114230652928,270.72624021341005,0.07817642153229667,-27.826675278017877,0.06843535543738258,0.7662976114925488,0.08161701428977426,0.3752422164265032,0.14581472683057334,-2.2858191700538084,0.1091814063585302,77691698.17780298,104666.95256551156,5.962429,1.9860567999999998,1.0292072,0.9568496,-4.731775831087521,0.15737553491402292,2.8811640473473124,-2.71803752888536,0.84283173,1276.74566065511,1151.17956355776,1432.43955387226,2192.12853676215,2.639,2.821,3.725,2.589,3.61656176301014,2.7125617630101404,-7.9415219523490945,-5.2437529523490936,bronze
