Name,RAJ2000,DEJ2000,x_kpc,y_kpc,z_kpc,SpType_a,Teff,j_m,j_msigcom,j_snr,h_m,h_msigcom,h_snr,k_m,k_msigcom,k_snr,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,l,b,ruwe,r_est,r_lo,r_hi,r_len,Ks,H,J,Ks_0,H_0,J_0,MKs,Mbol,sample
Gaia EDR3 430464235421496320,5.18125,61.8795833,-8.602502397140912,1.0727010570950224,0.010205398376992228,M1,3745.0,3.12,0.242,1000000.0,2.261,0.184,1000000.0,1.881,0.22,1000000.0,430464235421496320,5.181499667543782,0.05786374386559609,61.879593674884546,0.053454510666175806,0.8127227552099274,0.07875550890862375,-1.5994008667729949,0.10368813404852543,-0.3342425913929284,0.09366588175610444,93620680.62858929,126727.14821091262,5.7599363,2.3928237,1.3240571,1.0687666,-29.744283585426782,0.31531183143018365,119.32118826696406,-0.7766554836043505,0.9870046,1197.5405612510099,1090.43113499336,1327.38998427628,1087.7513034664998,1.881,2.261,3.12,1.791,2.9166084649251203,2.0576084649251203,-8.6004511604504,-5.868531660450399,bronze
Gaia EDR3 427723599604450432,10.961166699999998,62.28066670000001,-9.461609408912702,2.33455706219148,0.001778909441818223,M1,3745.0,5.428999999999999,0.262,226898.0,4.216,0.036000000000000004,277019.0,3.856,0.278,225954.0,427723599604450432,10.961155141719566,0.041117797826515125,62.28066063500879,0.043214324583739576,0.3630460769409625,0.05191800512223282,-2.208341717689721,0.07911627256577941,-0.483984241789022,0.07954217781358364,4589265.092645048,6450.724721142094,9.034008,3.1758142000000005,1.9126177,1.2631965,-52.10229975004045,0.5233897693955863,122.04901318386308,-0.5780714924675148,0.9987459000000001,2538.2288516570497,2232.3564336989803,2935.69466426925,1112.2783800729599,3.856,4.216,5.428999999999999,3.576,4.769759724858901,3.5567597248589022,-8.446653881801987,-5.7147343818019865,bronze
Gaia EDR3 508712629677112704,29.1491667,62.07027779999999,-9.948028965422504,2.2824422375613778,0.03933416336947602,M1,3745.0,5.138,0.272,352558.0,4.052,0.212,396378.0,3.74,0.306,331452.0,508712629677112704,29.14935160976279,0.02687036092342382,62.070326625208395,0.0326273245807436,0.3332460143629007,0.04717098164053548,-0.6283364409827326,0.04341075099265143,-0.34389430330959186,0.06635625878376075,10029663.472292423,8282.954117905765,8.18515,2.8363504,1.6362419,1.2001085,-45.39665841725258,0.16082352668584876,130.48136785551318,0.15743980089206794,0.8879804,2747.1285921753893,2420.82163488752,3169.4358223916997,1199.81054140341,3.74,4.052,5.138,3.51,4.606247735226508,3.5202477352265085,-8.684394945382898,-5.952475445382897,bronze
Gaia EDR3 465401835863237504,36.84995125,60.679945,-8.532028293824098,0.5430236899835363,0.02620960048101937,M1,3745.0,3.8080000000000003,0.316,1000000.0,2.384,0.23800000000000002,1000000.0,1.734,0.256,1000000.0,465401835863237504,36.84994412637568,0.07760163345385691,60.67994396304748,0.0897332115866453,1.3153661210131002,0.1085133563023716,-0.8239618229869419,0.10437259407592013,-2.2012309706545907,0.16989803374631138,7383583.613057593,15505.639024463137,8.517697,4.814426999999999,3.3415842000000002,1.4728427,-55.12046057441168,0.39096433157106936,134.41622540268642,-0.034154506705248444,1.0220728000000001,750.5409313675099,692.5718604752769,818.885137122799,1167.4437918740598,1.734,2.384,3.8080000000000003,1.554,3.3814300189614297,1.957430018961429,-7.8228719091610435,-5.0909524091610425,bronze
Gaia EDR3 2014823245082412032,346.6137917,60.8848889,-8.9036285409463,2.4164587431114333,0.05355804723066125,M1,3745.0,5.277,0.018000000000000002,260994.0,4.2330000000000005,0.017,282299.0,3.757,0.322,284197.0,2014823245082412032,346.61373493741837,0.039273042169904786,60.88487668986424,0.04127623105941308,0.3875880615878117,0.047917576862483234,-4.000681022291613,0.07860311598758259,-2.6028132935193105,0.0766594184095667,4530191.533093765,3605.858570040187,9.048075,3.1770248,1.9064522000000002,1.2705727,-35.91198264751429,0.3919266719769179,110.50577763084637,0.5714352934687671,1.0405273000000002,2397.76862299923,2144.08032244055,2716.52154862802,1150.17027970063,3.757,4.2330000000000005,5.277,3.547,4.791199760785812,3.747199760785812,-8.352036363783302,-5.620116863783302,bronze
Gaia EDR3 2011736950305033728,356.7005833,60.0865833,-9.30493022887358,2.8042277884940354,-0.06702249156372334,M1,3745.0,5.907,0.037000000000000005,151227.0,4.8260000000000005,0.024,187720.0,4.402,0.026000000000000002,146427.0,2011736950305033728,356.7005742574118,0.043387051285891605,60.086575062587634,0.037878806905612884,0.3231678834338824,0.05489833973805622,-1.6470832115281948,0.07807848996070275,-0.9641664677231306,0.06680953176867263,2332417.082612657,2279.3690271629403,9.76885,3.2500906,1.9637403000000002,1.2863503,-73.27227496706304,0.5757965128711301,114.95039493264255,-1.7797338976668802,0.9575128,2790.46929886875,2406.66766485669,3307.7661293646197,1019.6858617906199,4.402,4.8260000000000005,5.907,4.0920000000000005,5.1852501459320575,4.104250145932058,-8.136386243553419,-5.404466743553419,bronze
Gaia EDR3 5525126193923637888,130.197,-41.9433333,-8.27652788050583,-1.867436311866285,0.02439671318850465,M1,3745.0,6.183,0.029,98680.2,4.752,0.076,175029.0,3.931,0.25,210872.0,5525126193923637888,130.1969960518867,0.09930080268695496,-41.94330008889618,0.11337667086417165,0.5297157058463731,0.11940781426626185,-3.5445983850825966,0.21929163589634704,4.466118200170314,0.22741777760935594,468782.25770003407,1081.529611640384,11.510938000000001,4.9961767,3.43091,1.5652666000000002,42.24429698568078,0.4984315714714083,261.5758858611293,-0.04444517222651678,1.0968018,1815.67918946059,1461.44976326857,2373.9695224417,1072.70464315706,3.931,4.752,6.183,3.3710000000000004,4.887824858243199,3.4568248582431984,-7.924195579529448,-5.1922760795294485,bronze
Gaia EDR3 4066062001763019008,271.4766667,-24.2495,-5.8320940653382936,0.2406082039000215,-0.04096361919826354,M1,3745.0,5.019,0.256,54932.6,3.718,0.226,72729.4,3.283,0.228,131286.0,4066062001763019008,271.4766790127324,0.08067607870263488,-24.2495112719942,0.06998358536080106,0.4582582662348849,0.0706716802767515,0.6036327087165542,0.15584552878348806,-1.8257892692250013,0.13116545724191855,8593246.58639738,9682.201970472255,8.352973,2.9769812,1.735466,1.2415152,-15.467265490398715,0.3789282876588908,6.332728343924633,-1.5543531646487,0.9731299000000001,2089.84283608654,1803.792591832111,2479.6613732802107,1799.46680327775,3.283,3.718,5.019,2.9930000000000003,4.331188639597912,3.0301886395979105,-8.607568133936047,-5.875648633936048,bronze
Gaia EDR3 5619208934318621696,113.0511667,-21.7871389,-9.383087345120924,-2.1170140283933403,-0.028900054777052174,M1,3745.0,4.999,0.037000000000000005,303970.0,3.934,0.218,346984.0,3.429,0.23399999999999999,346593.0,5619208934318621696,113.05109328953552,0.04250473093663423,-21.787173218926707,0.05782869570136881,0.39535599317264336,0.07379984003763687,-1.3413567791635692,0.08737403099167254,1.5570520986159104,0.11132589072823984,4689565.1178419925,32669.000225756787,9.010534,3.7510428,2.3863726,1.3646703000000002,90.29445767722454,0.8844548572307928,236.84524528541675,-1.3188614394307956,0.9138444,2373.22593014177,1992.7816808579605,2920.4719021794604,1341.7279609596198,3.429,3.934,4.999,3.279,4.651960007756949,3.5869600077569483,-8.597695424216099,-5.8657759242160985,bronze
Gaia EDR3 5618935121564413184,113.747875,-22.2183889,-9.224970620143363,-1.9253157265715348,-0.009500860292666578,M1,3745.0,5.081,0.018000000000000002,263045.0,4.126,0.196,290744.0,3.88,0.284,206262.0,5618935121564413184,113.74782965185926,0.022806850151194692,-22.218373941665586,0.029985216756894226,0.43816347766199454,0.03789775197720481,-3.794511400721107,0.04788552903418012,4.057534733684752,0.05756857230872841,13643500.32960334,9881.465540462894,7.851051299999999,2.39215,1.307579,1.0845709,42.735154049154865,0.1905004063628061,237.5353159182613,-0.9621734732268414,1.046781,2145.83143776108,1981.2248442013397,2339.4369419178797,1317.33558148748,3.88,4.126,5.081,3.84,4.979779999569058,4.024779999569057,-7.817978018425945,-5.086058518425945,bronze
Gaia EDR3 5716392155754544640,114.6939583,-19.5041389,-9.276996713141646,-1.865176485674196,0.07377297355599569,M1,3745.0,5.102,0.035,296231.0,4.174,0.16399999999999998,308539.0,3.897,0.20800000000000002,241335.0,5716392155754544640,114.69397334091957,0.027466658396403408,-19.50412583742816,0.029834948450183762,0.4422838415569308,0.04384636253132286,-2.0454889889122585,0.05759396885853538,1.743877335040498,0.061326763538893526,11906160.370702485,7236.368922790066,7.9989360000000005,2.4318942999999997,1.3323026000000002,1.0995917,54.330154369902104,0.17976291103402492,235.59860519872794,1.1350096981971214,0.9063195,2122.5339380867604,1936.12658375642,2347.31107320374,1080.98340707898,3.897,4.174,5.102,3.807,4.884563649060109,3.956563649060108,-7.827273215442071,-5.095353715442071,bronze
Gaia EDR3 3026488184465794176,112.88929170000002,-18.5744722,-9.894019773098409,-2.602842666917464,0.03631802071832716,M1,3745.0,5.434,0.019,196712.0,4.574,0.258,192446.0,4.276,0.308,143225.0,3026488184465794176,112.88928057194462,0.027092632656452176,-18.5744497248918,0.032571383825465365,0.310649248547209,0.056797682901869664,-3.1948936264338617,0.05530117946037789,3.091131720006879,0.06267849758598025,8279928.002229648,4895.565461556119,8.393299,2.53578,1.414711,1.121069,52.04956552359143,0.14579325861314185,233.956717692732,0.09621223874280464,0.9490353000000001,2902.37433008276,2477.15938239102,3488.3368828678003,1150.39551000517,4.276,4.574,5.434,4.0360000000000005,4.883640523171922,4.023640523171924,-8.27776712149636,-5.54584762149636,bronze
Gaia EDR3 5876361541289319168,226.156625,-60.8581389,-6.11280997102123,-1.6729167809393444,-0.07178481525566541,M0.5,3767.5,5.355,0.037000000000000005,211558.0,4.553,0.076,233190.0,4.194,0.34,144152.0,5876361541289319168,226.15655284959087,0.036941718047397945,-60.85816909781099,0.03192593804947192,0.3962344363334861,0.04315816145484882,-4.365316699856235,0.05513874591469072,-3.3702727861270683,0.07160211824127684,7151858.581091043,4813.625944914018,8.552319,2.7270155,1.5530176000000002,1.1739979,-35.26752714969854,0.2174793134806734,318.44819693042166,-2.0638165399069583,0.99824536,2362.0886862623,2136.2507392878,2639.58576591059,1502.0014238589902,4.194,4.553,5.355,4.024,4.947589089897406,4.145589089897405,-7.842480997359696,-5.1276367473596975,bronze
Gaia EDR3 458414989228047744,35.85045875,57.211956944444466,-9.41566911373052,1.4071771512945148,-0.09122017646513904,M0.5,3767.5,4.475,0.266,509835.0,3.462,0.21600000000000003,636957.0,2.985,0.28600000000000003,521699.0,458414989228047744,35.850455294008114,0.027882824992154727,57.21195275159793,0.03996900923876048,0.500132283412009,0.045959533416186124,-0.12049789044729008,0.08113367490902107,-0.6598986675413651,0.1104753202202016,23057896.77055796,28304.597695129687,7.2813163,2.586465,1.4498992,1.1365657,-45.07083950289147,0.16539595342209915,135.16571670688157,-3.459206789897871,0.98591316,1890.4712485682198,1736.7174964503602,2073.13558346124,965.0092434308,2.985,3.462,4.475,2.845,4.142420015513896,3.1294200155138974,-8.537850383676268,-5.823006133676269,bronze
Gaia EDR3 2006631986545912576,339.7137083,56.44952779999999,-8.640195908848709,2.334025893396439,-0.05004173911675371,M0.5,3767.5,5.105,0.026,285384.0,4.3,0.036000000000000004,265406.0,4.019,0.036000000000000004,187854.0,2006631986545912576,339.7137014718823,0.033621622284343025,56.44952826323144,0.031063065686763338,0.4129831325053027,0.041130137350169016,-3.470043139288456,0.06551725316262487,-2.0246871098151966,0.056500945682057935,15366231.363794707,7882.125740783013,7.721947,2.1283731,1.1166091,1.0117639999999999,-17.141218052839438,0.7644741260095309,105.33384868568459,-1.8233539401981336,1.1188954,2260.4457182742003,2062.3069961404503,2499.2166165603303,1073.04899353532,4.019,4.3,5.105,3.889,4.80857000258565,4.003570002585649,-7.8819704123325804,-5.167126162332582,bronze
Gaia EDR3 427687173982602496,10.003458300000002,62.3281389,-9.528672331082603,2.4841932589158127,0.0036007587332341565,M0.5,3767.5,5.803,0.027000000000000003,150048.0,4.82,0.023,153430.0,4.387,0.027000000000000003,148464.0,427687173982602496,10.003421935319144,0.030747656111229125,62.32813098430954,0.030031230255445393,0.3428231288714164,0.041766013058029024,-1.9814113188097813,0.06081665019057327,-0.8079625488529477,0.05569160996519711,3661197.8153632525,3618.050807142349,9.279307000000001,2.9026127,1.6948051,1.2078075000000001,-61.908795696864615,0.3374279808210053,121.6059233069314,-0.5142023645226037,0.97293186,2675.9722958852108,2400.49292073004,3019.4879536311,1114.42827464461,4.387,4.82,5.803,4.186999999999999,5.333050017237663,4.350050017237663,-7.950408064525153,-5.235563814525153,bronze
